https://github.com/axios/axios/commit/e9c481fa5e49	Delete btoa polyfill	['(+) deletes code from a size-critical library']	[]
https://github.com/axios/axios/commit/a9831131c307	Remove HTTP 1223 handling	['(-) (+) simplifies library code']	[]
https://github.com/axios/axios/commit/962c38b2a678	Remove isOldIE check in tests	['(-) (-) removes dead code from a test suite']	[]
https://github.com/axios/axios/commit/7b6f541e9dd0	Remove IE10 launcher from karma config	['(+) indicate which browser versions are supported by the library']	[]
https://github.com/axios/axios/commit/5c754e6e07b5	Remove ie8/9 special CORS treatment and btoa polyfill	['(+) deletes a polyfill from a size-critical library']	[]
https://github.com/axios/axios/commit/503418718f66	Remove XDomainRequest special status handling	['(-) (+) simplified logic in the actual library']	[]
https://github.com/axios/axios/commit/0bb9aaf72643	Remove ie9 custom launcher	['(-) updates to CI config']	[]
https://github.com/axios/axios/commit/adc23cb355d8	Increasing Karma timeouts	[]	['(+) makes CI tests pass more reliably']
https://github.com/axios/axios/commit/a7e4e69f6fb0	Update README.md	[]	['(-) (+) helps users maintain their axios-dependent app properly']
https://github.com/axios/axios/commit/9a6abd789f91	Merge pull request #869 from johntron/master	[]	['(-) (-) introduce a rarely-used configuration option']
https://github.com/axios/axios/commit/94f1e21ba398	Fix SauceLabs config	[]	['(+) unblock publishing']
https://github.com/axios/axios/commit/8f3a4301ab1a	Merge pull request #368 from rubennorte/feature/improve-error-handling	[]	['(+) improves error reporting at runtime']
https://github.com/axios/axios/commit/8d675bb47a3b	Merge branch 'master' of github.com:mzabriskie/axios	[]	['(-) adds a rarely-used convenience method']
https://github.com/axios/axios/commit/8abe0d4007dd	Merge pull request #397 from madebyherzblut/fix-auth-header	[]	['(+) (+) fixes a library behavior']
https://github.com/axios/axios/commit/8be4d65cdd22	Merge pull request #1264 from m1guelpf-forks/patch-1	[]	['(-) updates a copyright notice']
https://github.com/axios/axios/commit/84b068461066	Merge pull request #685 from johnmhenson/fix-typo	[]	['(-) (-) fixes a typo']
https://github.com/axios/axios/commit/8332392bfdf5	Merge pull request #387 from rubennorte/feature/allow-http-and-https-agents	[]	['(+) (+) improves configurability for nodejs users']
https://github.com/axios/axios/commit/81e566b905a7	Fixing UMD build	[]	['(-) (+) fixes the build']
https://github.com/axios/axios/commit/7f60dd8441ba	Merge pull request #1056 from jin5354/patch-1	[]	['(-) (+) highlights another community project']
https://github.com/axios/axios/commit/755a9b345953	Merge pull request #431 from andykog/patch-1	[]	['(-) fixes a minor syntax error in a sample']
https://github.com/axios/axios/commit/6132d9630d64	Merge pull request #406 from pracucci/master	[]	['(+) improves CORS compliance and adds test coverage']
https://github.com/axios/axios/commit/5c5a94007c3c	Adding test for maxRedirects option	[]	['(-) adds test coverage']
https://github.com/axios/axios/commit/51b3ad65269e	Merge pull request #987 from siddharthkp/master	[]	['(+) (+) helps all contributors monitor the library bundle size over time']
https://github.com/axios/axios/commit/580ef523d5ac	Merge pull request #313 from icracked/master	[]	['(-) push a small amount of work out of the "fast path"']
https://github.com/axios/axios/commit/4fbf08467459	Merge pull request #1040 from pbarbiero/pbarbiero/improved-timeout-handling	[]	['(-) (+) makes timeouts clear more consistently, allowing app exit in nodejs']
https://github.com/axios/axios/commit/4e7ca3dea349	Resolving conflicts and modifying http adapter to not change status code error range	[]	['(-) improves redirect handling']
https://github.com/axios/axios/commit/3fcf54ff361d	Fixing issue with calling cancel after response has been received	[]	['(+) fixes a logic error']
https://github.com/axios/axios/commit/3704d57ed477	Removing Promise from axios typings in favor of built-in type declarations	[]	['(-) (+) reduces dependency surface and utilizes built-in types']
https://github.com/axios/axios/commit/3579da4cb0eb	Merge pull request #930 from luciy/master	[]	['(-) (-) strange workaround related to HTTP method detection']
https://github.com/axios/axios/commit/2f98d8fcdba8	Merge pull request #731 from Viktor6713/master	[]	['(+) improve portability of the library']
https://github.com/axios/axios/commit/25a5e779b66f	Updating changelog	[]	['(+) update the history of changes to the library']
https://github.com/axios/axios/commit/161c616211bf	Merge pull request #676 from sloansparger/node-qs-readme-typo	[]	['(-) (-) fix a minor syntax error in a sample']
https://github.com/axios/axios/commit/12341d88c08e	Temporarily removing Edge from Sauce Labs	[]	['(+) (+) make CI go green']
https://github.com/axios/axios/commit/ffd72e646a6e	Updating changelog	[]	['(-) update the history of changes to the library']
https://github.com/GoogleChrome/puppeteer/commit/14a75a83eaa7	Merge Page.evaluate and Page.evaluateAsync together	[]	['(+) This merges two methods into one. Making the public API surface smaller and hopefully faster to digest.']
https://github.com/GoogleChrome/puppeteer/commit/0a3125434e2e	Refactor Frame.waitForSelector method	[]	["(-) a refactor of the internal API. End users don't interface with this."]
https://github.com/GoogleChrome/puppeteer/commit/14e69d189caa	fix(pipe): make sure the pipe is not stuck (#2933)	[]	['(+) fixes a bug that caused the program to get stalled and not finish.']
https://github.com/GoogleChrome/puppeteer/commit/127f3966d72c	Allow capturing transparent screenshots (#354)	[]	['(-) adds functionality to allow transparency in screenshots produced. It is useful, but in this comparison the fixed bug is more important.']
https://github.com/GoogleChrome/puppeteer/commit/da53218107db	Fix doc on pdf method. Minor addition to PDF path option docs. (#292)	['(+) improves the documentation that end users see to help them understand how the API works more clearly.']	[]
https://github.com/GoogleChrome/puppeteer/commit/56b0d8722b80	Default value for property on dialog (#247)	['(-) just a simple style modification to the internal code. No end user would ever need to know about this.']	[]
https://github.com/ElemeFE/element/commit/e9c032c83a05	ColorPicker: hide the dropdown when clicking on another colorpicker. (#2929)	['(+) fixed bug']	['(+) styling']
https://github.com/ElemeFE/element/commit/f5895faa74b6	Merge pull request #3265 from baiyaaaaa/select	['(-) fixed style']	['(-) styling']
https://github.com/ElemeFE/element/commit/ce8c86929248	support vue 2.2 (#3097)	['(-) (-) added feature']	['(-) (-) support', '(+) (+) Supporting future dependencies is important for keeping project attractive']
https://github.com/ElemeFE/element/commit/cfafd3d19135	Table: fix render fail in vue-loader 9.9.0 (#1018)	['(+) fixed bug']	['(-) Fixes an issue', '(+) bugfix']
https://github.com/ElemeFE/element/commit/cdc482c0c45a	Merge pull request #3219 from thomasyonug/dev	['(+) (-) fixed bug']	['(+) (+) bugfix', '(-) (+) Fixes issue']
https://github.com/ElemeFE/element/commit/cb0a60066bcb	Table: improveper formance for init tooltip, fixed #3836	['(+) improved performance']	['(-) performance', '(-) Improves performace']
https://github.com/ElemeFE/element/commit/ab1d59e35076	Merge pull request #72 from Leopoldthecoder/master	['(+) (-) refactor']	['(+) mixed content', '(+) (+) Fixing issue']
https://github.com/ElemeFE/element/commit/b61614048926	[build] 1.1.3	['(-) published']	['(-) Just a build']
https://github.com/ElemeFE/element/commit/a8f6ae8db93a	Merge pull request #140 from Leopoldthecoder/next	['(+) (-) added feature']	['(-) mixed content', '(-) (-) Adds new functionality - Fixing existing is more important I think']
https://github.com/ElemeFE/element/commit/a3273188e7ff	Table: improve performance for rendering tooltip, fixed #3478 (#3836)	['(+) (+) added feature']	['(+) performance', '(+) (+) Improves a lot of functionality']
https://github.com/ElemeFE/element/commit/a0a3c57eec19	Merge pull request #83 from eleme/feat/next-build	['(-) refactored']	['(-) config', '(-) Improves some functionality']
https://github.com/ElemeFE/element/commit/889129e92103	Merge pull request #2419 from liril-net/dev	['(+) updated comment']	['(-) API docs', '(-) Updates a docblock']
https://github.com/ElemeFE/element/commit/8ea9e71575b8	Scrollbar: fix style (#2948)	['(-) fixed styled']	['(+) styling fix', '(+) Fixes some styling']
https://github.com/ElemeFE/element/commit/815bdd47d0ed	Tooltip: add test (#487)	['(+) added test']	['(+) test', '(+) Adds tests which is important for a project']
https://github.com/ElemeFE/element/commit/7e67a3b5dbf6	Update lv.js	['(-) (+) updated trans']	['(-) (-) translation', "(-) (-) Removes comments which I don't believe is that important"]
https://github.com/ElemeFE/element/commit/74e6dac47c70	Table: fix show tooltip, fixed #714 (#717)	['(-) (+) fixed bug']	['(+) (+) docs, css styling', '(+) (+) Fixes an issue']
https://github.com/ElemeFE/element/commit/7393c5241fd9	Merge pull request #84 from eleme/feat/next-update-markdown	['(-) updated doc']	['(-) markdown config', '(-) Updates a example file']
https://github.com/ElemeFE/element/commit/58c19ebaf085	DatePicker: fix time range	['(+) fixed bug']	['(+) bugfix', '(+) Fixes existing functionality']
https://github.com/ElemeFE/element/commit/56ed21df4a12	TableColumn: add align attribute, #78 (#94)	['(-) added feature', '(+) add feature']	['(-) (-) Adds new functionality', '(-) (+) new feature styling and functionality']
https://github.com/ElemeFE/element/commit/5631a49c6430	DatePicker: fix time spinner style (#2961)	['(-) (-) fixed style']	['(+) Fixes an actual bug. While adding new is good, I believe that making sure existing features work is more valuable', '(-) (-) css layout bugfix', '(+) Fixes an actual bug']
https://github.com/ElemeFE/element/commit/5440acfda797	Tooltip: fix bug in ssr, fixed #3050	['(+) fixed bug']	['(+) implementation bugfix', "(-) Doesn't fix a bug since object property is misspelled"]
https://github.com/ElemeFE/element/commit/3a00406851d2	Add links (#100)	["(+) (+) fixed 'getting started'"]	['(-) (-) docs', '(-) This commit adds documentation which is good', '(-) Both PRs updates documentaion']
https://github.com/ElemeFE/element/commit/435edf4ff4d4	Tooltip: fix vue-router, fixed #3166	['(-) fixed bug']	['(+) bugfix', '(+) This commit fixes an issue which is also good']
